 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Cape Ferguson
01-Jan-2001 00:00, 2.037,  27.8,  26.7, 1014.0, 0.297, 0.309,  127,   9.8,   7.3
01-Jan-2001 01:00, 2.270,  27.8,  27.2, 1013.9, 0.340, 0.348,  123,   8.9,   6.0
01-Jan-2001 02:00, 2.496,  27.6,  27.2, 1013.7, 0.390, 0.396,  108,  10.6,   9.0
01-Jan-2001 03:00, 2.656,  27.8,  27.2, 1012.8, 0.414, 0.418,  100,  11.3,   9.7
01-Jan-2001 04:00, 2.686,  27.8,  27.3, 1012.7, 0.387, 0.383,   99,  11.9,  10.0
01-Jan-2001 05:00, 2.637,  27.8,  27.2, 1012.2, 0.369, 0.363,  103,  12.2,  10.3
01-Jan-2001 06:00, 2.527,  27.8,  27.1, 1011.9, 0.350, 0.340,  102,  12.4,   9.5
01-Jan-2001 07:00, 2.383,  27.9,  27.1, 1011.7, 0.327, 0.313,  108,  13.1,  10.5
01-Jan-2001 08:00, 2.214,  28.1,  27.0, 1012.3, 0.301, 0.286,  106,  13.3,  10.9
01-Jan-2001 09:00, 2.037,  28.0,  26.8, 1012.7, 0.311, 0.302,  114,  13.7,  10.6
01-Jan-2001 10:00, 1.862,  27.9,  26.7, 1013.1, 0.346, 0.341,  116,  14.9,  10.5
01-Jan-2001 11:00, 1.701,  27.8,  26.4, 1013.4, 0.356, 0.354,  134,  14.3,   8.9
01-Jan-2001 12:00, 1.584,  27.8,  25.9, 1013.8, 0.323, 0.325,  143,  14.3,   6.9
01-Jan-2001 13:00, 1.610,  27.7,  25.2, 1013.9, 0.335, 0.341,  158,   8.8,   6.4
01-Jan-2001 14:00, 1.719,  27.6,  25.0, 1013.7, 0.364, 0.371,  154,   8.6,   6.6
01-Jan-2001 15:00, 1.854,  27.1,  24.8, 1012.6, 0.376, 0.379,  154,   9.2,   6.7
01-Jan-2001 16:00, 1.994,  27.0,  24.7, 1012.3, 0.391, 0.385,  153,   9.2,   7.9
01-Jan-2001 17:00, 2.041,  26.9,  24.6, 1011.6, 0.362, 0.351,  156,   9.5,   8.0
01-Jan-2001 18:00, 2.016,  26.4,  24.4, 1011.7, 0.327, 0.311,  155,  10.1,   7.7
01-Jan-2001 19:00, 1.944,  26.6,  24.5, 1012.2, 0.294, 0.279,  154,  10.0,   8.2
01-Jan-2001 20:00, 1.866,  26.5,  24.6, 1012.5, 0.267, 0.256,  152,  10.2,   8.3
01-Jan-2001 21:00, 1.818,  26.2,  24.8, 1013.2, 0.265, 0.258,  151,  10.9,   8.2
01-Jan-2001 22:00, 1.802,  26.3,  24.9, 1013.6, 0.284, 0.284,  146,  10.4,   9.0
01-Jan-2001 23:00, 1.801,  26.7,  25.7, 1013.7, 0.281, 0.284,  138,  10.0,   7.3
02-Jan-2001 00:00, 1.899,  27.3,  26.3, 1013.5, 0.317, 0.321,  133,   9.4,   6.9
02-Jan-2001 01:00, 2.069,  27.3,  26.8, 1013.3, 0.357, 0.359,  121,  10.2,   8.0
02-Jan-2001 02:00, 2.253,  27.3,  27.0, 1013.0, 0.369, 0.369,  109,  10.0,   6.8
02-Jan-2001 03:00, 2.420,  27.3,  27.4, 1012.2, 0.354, 0.351,  111,  10.9,   7.8
02-Jan-2001 04:00, 2.570,  27.3,  27.4, 1011.9, 0.355, 0.344,   98,   9.6,   8.3
02-Jan-2001 05:00, 2.624,  27.3,  27.2, 1011.5, 0.335, 0.321,   98,  10.7,   8.8
02-Jan-2001 06:00, 2.586,  27.2,  27.2, 1011.2, 0.311, 0.294,  103,  11.3,   8.2
02-Jan-2001 07:00, 2.508,  27.4,  26.9, 1011.5, 0.323, 0.303,  100,  11.2,   9.0
02-Jan-2001 08:00, 2.376,  27.5,  26.7, 1012.0, 0.337, 0.320,  103,  12.2,  10.0
02-Jan-2001 09:00, 2.179,  27.7,  26.5, 1012.8, 0.336, 0.325,  106,  12.4,   9.4
02-Jan-2001 10:00, 1.898,  27.5,  26.6, 1013.1, 0.304, 0.300,  112,  13.3,  10.8
02-Jan-2001 11:00, 1.659,  27.3,  26.6, 1013.4, 0.317, 0.316,  116,  14.0,  11.5
02-Jan-2001 12:00, 1.480,  27.7,  26.4, 1013.3, 0.325, 0.327,  118,  13.3,   9.7
02-Jan-2001 13:00, 1.400,  27.7,  25.4, 1013.0, 0.306, 0.307,  156,  13.2,   5.3
02-Jan-2001 14:00, 1.505,  27.5,  25.3, 1012.7, 0.344, 0.341,  151,   8.7,   6.4
02-Jan-2001 15:00, 1.711,  27.5,  25.0, 1012.0, 0.383, 0.377,  149,   8.8,   7.2
02-Jan-2001 16:00, 1.930,  27.3,  24.9, 1011.4, 0.384, 0.371,  148,   9.1,   7.8
02-Jan-2001 17:00, 2.092,  27.3,  24.7, 1011.2, 0.343, 0.324,  149,   9.1,   7.0
02-Jan-2001 18:00, 2.175,  27.2,  24.7, 1010.9, 0.293, 0.272,  158,   9.6,   7.6
02-Jan-2001 19:00, 2.204,  26.4,  24.4, 1011.4, 0.286, 0.264,  150,   9.5,   7.4
02-Jan-2001 20:00, 2.149,  25.9,  24.5, 1011.5, 0.280, 0.262,  151,   9.3,   7.3
02-Jan-2001 21:00, 2.061,  25.8,  24.5, 1012.2, 0.284, 0.268,  148,   9.6,   7.3
02-Jan-2001 22:00, 1.950,  26.1,  24.8, 1012.4, 0.284, 0.274,  149,   9.5,   7.2
02-Jan-2001 23:00, 1.869,  26.0,  25.6, 1012.7, 0.307, 0.299,  131,   9.6,   6.8
03-Jan-2001 00:00, 1.818,  26.9,  26.0, 1012.6, 0.312, 0.306,  132,   9.3,   6.8
03-Jan-2001 01:00, 1.857,  27.0,  26.5, 1012.1, 0.327, 0.320,  133,   7.7,   5.9
03-Jan-2001 02:00, 1.994,  27.0,  26.5, 1011.7, 0.341, 0.330,   99,  10.5,   8.8
03-Jan-2001 03:00, 2.205,  27.0,  26.6, 1011.2, 0.358, 0.342,   93,  11.3,   9.9
03-Jan-2001 04:00, 2.437,  27.0,  26.7, 1010.6, 0.373, 0.352,  100,  12.0,  10.1
03-Jan-2001 05:00, 2.613,  27.0,  26.1, 1010.0, 0.372, 0.346,  101,  13.9,  11.7
03-Jan-2001 06:00, 2.646,  27.3,  26.3, 1009.9, 0.320, 0.287,  105,  14.1,  10.9
03-Jan-2001 07:00, 2.616,  27.3,  26.3, 1010.7, 0.314, 0.282,  112,  13.7,  10.8
03-Jan-2001 08:00, 2.496,  27.6,  26.3, 1010.9, 0.325, 0.300,  113,  13.7,  10.7
03-Jan-2001 09:00, 2.272,  27.2,  26.3, 1011.4, 0.313, 0.290,  127,  13.0,  10.5
03-Jan-2001 10:00, 1.956,  27.1,  25.4, 1011.8, 0.269, 0.251,  127,  13.3,   8.3
03-Jan-2001 11:00, 1.644,  27.0,  25.4, 1012.4, 0.265, 0.252,  144,  11.3,   8.8
03-Jan-2001 12:00, 1.384,  26.9,  25.4, 1012.5, 0.281, 0.273,  148,  11.8,   7.3
03-Jan-2001 13:00, 1.223,  27.4,  24.8, 1012.4, 0.286, 0.278,  160,   8.5,   5.9
03-Jan-2001 14:00, 1.246,  27.4,  24.4, 1011.9, 0.303, 0.294,  155,   8.0,   6.8
03-Jan-2001 15:00, 1.430,  27.3,  24.5, 1011.0, 0.312, 0.298,  156,   9.3,   7.3
03-Jan-2001 16:00, 1.749,  27.3,  24.3, 1010.6, 0.343, 0.319,  153,   9.6,   7.4
03-Jan-2001 17:00, 2.061,  27.3,  24.3, 1010.5, 0.333, 0.306,  152,   9.6,   7.7
03-Jan-2001 18:00, 2.297,  26.9,  24.1, 1010.2, 0.297, 0.269,  148,  10.1,   7.5
03-Jan-2001 19:00, 2.447,  26.8,  23.8, 1010.5, 0.287, 0.257,  152,  10.2,   7.9
03-Jan-2001 20:00, 2.462,  26.1,  24.0, 1010.8, 0.286, 0.259,  155,  10.5,   7.9
03-Jan-2001 21:00, 2.355,  25.2,  23.9, 1011.5, 0.290, 0.266,  158,  10.4,   8.4
03-Jan-2001 22:00, 2.152,  24.9,  24.1, 1011.7, 0.262, 0.245,  157,  10.7,   7.4
03-Jan-2001 23:00, 1.989,  25.3,  24.6, 1012.0, 0.293, 0.278,  142,   9.1,   6.7
04-Jan-2001 00:00, 1.849,  26.2,  25.8, 1012.3, 0.324, 0.312,  126,  10.0,   7.7
04-Jan-2001 01:00, 1.746,  26.4,  26.3, 1011.9, 0.323, 0.313,  111,  10.1,   7.9
04-Jan-2001 02:00, 1.760,  26.6,  26.4, 1011.3, 0.323, 0.309,  105,   9.9,   7.6
04-Jan-2001 03:00, 1.943,  26.8,  26.3, 1010.9, 0.348, 0.328,   99,  10.2,   9.1
04-Jan-2001 04:00, 2.184,  26.9,  26.5, 1010.3, 0.335, 0.311,   99,  10.9,   9.3
04-Jan-2001 05:00, 2.423,  27.0,  26.7, 1009.9, 0.305, 0.276,   98,  11.3,   9.8
04-Jan-2001 06:00, 2.596,  27.0,  26.7, 1009.6, 0.283, 0.249,   89,  11.8,   9.0
04-Jan-2001 07:00, 2.679,  27.1,  26.7, 1009.8, 0.293, 0.257,   98,  11.6,   9.3
04-Jan-2001 08:00, 2.626,  27.3,  26.7, 1010.6, 0.312, 0.279,   98,  12.1,   9.2
04-Jan-2001 09:00, 2.451,  27.3,  26.7, 1011.1, 0.348, 0.322,  103,  11.3,   9.5
04-Jan-2001 10:00, 2.123,  27.2,  26.6, 1011.9, 0.325, 0.305,  113,  11.4,   8.6
04-Jan-2001 11:00, 1.754,  27.2,  26.3, 1012.5, 0.309, 0.296,  117,  11.5,   9.3
04-Jan-2001 12:00, 1.380,  27.4,  26.2, 1012.5, 0.283, 0.275,  123,  11.8,   9.0
04-Jan-2001 13:00, 1.073,  27.1,  24.6, 1012.4, 0.240, 0.232,  175,  11.1,   3.4
04-Jan-2001 14:00, 0.987,  27.2,  24.4, 1012.2, 0.255, 0.246,  154,   6.9,   5.6
04-Jan-2001 15:00, 1.138,  27.2,  23.9, 1011.5, 0.282, 0.271,  151,   7.3,   5.9
04-Jan-2001 16:00, 1.474,  27.1,  23.4, 1011.1, 0.297, 0.279,  170,   7.1,   4.1
04-Jan-2001 17:00, 1.873,  27.2,  23.5, 1010.6, 0.273, 0.251,  174,   5.6,   4.5
04-Jan-2001 18:00, 2.267,  27.1,  24.0, 1010.3, 0.252, 0.225,  163,   7.6,   6.3
04-Jan-2001 19:00, 2.588,  27.1,  23.6, 1010.3, 0.259, 0.230,  164,   9.1,   7.4
